Date Column,Crop Name,Min Price,Max Price
1/5/2024,Capsicum,450,550
1/4/2024,Capsicum,500,600
1/3/2024,Capsicum,550,620
1/2/2024,Capsicum,480,600
1/1/2024,Capsicum,500,600
3/31/2026,Cucumber,40,50
3/30/2026,Cucumber,40,50
3/29/2026,Cucumber,80,90
3/28/2026,Cucumber,70,80
3/27/2026,Cucumber,60,80
3/26/2026,Cucumber,80,90
3/25/2026,Cucumber,30,50
3/24/2026,Cucumber,40,50
3/23/2026,Cucumber,50,60
3/22/2026,Cucumber,30,40
3/21/2026,Cucumber,30,40
3/20/2026,Cucumber,30,50
3/19/2026,Cucumber,40,50
3/18/2026,Cucumber,40,45
3/17/2026,Cucumber,35,40
3/16/2026,Cucumber,30,40
3/15/2026,Cucumber,30,40
3/14/2026,Cucumber,40,50
3/13/2026,Cucumber,40,50
3/12/2026,Cucumber,35,40
3/11/2026,Cucumber,40,60
3/10/2026,Cucumber,40,60
3/9/2026,Cucumber,40,50
3/8/2026,Cucumber,45,50
3/7/2026,Cucumber,40,50
3/6/2026,Cucumber,40,50
3/5/2026,Cucumber,35,40
3/4/2026,Cucumber,25,40
3/3/2026,Cucumber,30,35
3/2/2026,Cucumber,30,40
3/1/2026,Cucumber,30,40
2/28/2026,Cucumber,35,40
2/27/2026,Cucumber,25,35
2/26/2026,Cucumber,30,40
2/25/2026,Cucumber,20,25
2/24/2026,Cucumber,20,30
2/23/2026,Cucumber,25,30
2/22/2026,Cucumber,20,30
2/21/2026,Cucumber,30,35
2/20/2026,Cucumber,30,35
2/19/2026,Cucumber,25,30
2/18/2026,Cucumber,30,40
2/17/2026,Cucumber,25,30
2/16/2026,Cucumber,30,40
2/15/2026,Cucumber,30,40
2/14/2026,Cucumber,30,40
2/13/2026,Cucumber,40,50
2/12/2026,Cucumber,50,60
2/11/2026,Cucumber,25,45
2/10/2026,Cucumber,25,30
2/9/2026,Cucumber,15,20
2/8/2026,Cucumber,20,30
2/7/2026,Cucumber,20,25
2/6/2026,Cucumber,20,25
2/5/2026,Cucumber,40,60
2/4/2026,Cucumber,30,40
2/3/2026,Cucumber,30,40
2/2/2026,Cucumber,15,20
2/1/2026,Cucumber,,
1/31/2026,Cucumber,,
1/30/2026,Cucumber,40,50
1/29/2026,Cucumber,30,50
1/28/2026,Cucumber,30,50
1/27/2026,Cucumber,30,50
1/26/2026,Cucumber,40,60
1/25/2026,Cucumber,50,70
1/24/2026,Cucumber,50,100
1/23/2026,Cucumber,140,160
1/22/2026,Cucumber,90,100
1/21/2026,Cucumber,80,100
1/20/2026,Cucumber,100,130
1/19/2026,Cucumber,120,140
1/18/2026,Cucumber,80,100
1/17/2026,Cucumber,80,110
1/16/2026,Cucumber,90,100
1/15/2026,Cucumber,100,140
1/14/2026,Cucumber,80,100
1/13/2026,Cucumber,100,130
1/12/2026,Cucumber,120,150
1/11/2026,Cucumber,100,120
1/10/2026,Cucumber,70,100
1/9/2026,Cucumber,70,100
1/8/2026,Cucumber,70,100
1/7/2026,Cucumber,100,120
1/6/2026,Cucumber,60,70
1/5/2026,Cucumber,60,70
1/4/2026,Cucumber,60,100
1/3/2026,Cucumber,,
1/2/2026,Cucumber,80,90
1/1/2026,Cucumber,80,100
12/31/2025,Cucumber,100,120
12/30/2025,Cucumber,100,120
12/29/2025,Cucumber,100,110
12/28/2025,Cucumber,80,120
12/27/2025,Cucumber,80,100
12/26/2025,Cucumber,100,110
12/25/2025,Cucumber,70,130
12/24/2025,Cucumber,120,130
12/23/2025,Cucumber,60,100
12/22/2025,Cucumber,120,130
12/21/2025,Cucumber,100,110
12/20/2025,Cucumber,80,100
12/19/2025,Cucumber,60,100
12/18/2025,Cucumber,80,100
12/17/2025,Cucumber,120,140
12/16/2025,Cucumber,120,130
12/15/2025,Cucumber,,
12/14/2025,Cucumber,120,130
12/13/2025,Cucumber,100,150
12/12/2025,Cucumber,120,130
12/11/2025,Cucumber,150,170
12/10/2025,Cucumber,100,110
12/9/2025,Cucumber,120,150
12/8/2025,Cucumber,180,200
12/7/2025,Cucumber,110,120
12/6/2025,Cucumber,100,120
12/5/2025,Cucumber,100,120
12/4/2025,Cucumber,,
12/3/2025,Cucumber,80,110
12/2/2025,Cucumber,70,80
12/1/2025,Cucumber,70,80
11/30/2025,Cucumber,70,80
11/29/2025,Cucumber,30,40
11/28/2025,Cucumber,50,60
11/27/2025,Cucumber,70,80
11/26/2025,Cucumber,60,65
11/25/2025,Cucumber,50,60
11/24/2025,Cucumber,50,60
11/23/2025,Cucumber,70,80
11/22/2025,Cucumber,60,70
11/21/2025,Cucumber,50,70
11/20/2025,Cucumber,60,70
11/19/2025,Cucumber,60,80
11/18/2025,Cucumber,60,70
11/17/2025,Cucumber,80,90
11/16/2025,Cucumber,,
11/15/2025,Cucumber,70,90
11/14/2025,Cucumber,80,100
11/13/2025,Cucumber,60,70
11/12/2025,Cucumber,110,120
11/11/2025,Cucumber,100,120
11/10/2025,Cucumber,80,120
11/9/2025,Cucumber,100,120
11/8/2025,Cucumber,100,110
11/7/2025,Cucumber,160,170
11/6/2025,Cucumber,110,120
11/5/2025,Cucumber,100,120
11/4/2025,Cucumber,140,160
11/3/2025,Cucumber,100,150
11/2/2025,Cucumber,,
11/1/2025,Cucumber,,
10/31/2025,Cucumber,,
10/30/2025,Cucumber,,
10/29/2025,Cucumber,70,80
10/28/2025,Cucumber,100,130
10/27/2025,Cucumber,70,80
10/26/2025,Cucumber,100,120
10/25/2025,Cucumber,100,120
10/24/2025,Cucumber,60,80
10/23/2025,Cucumber,70,80
10/22/2025,Cucumber,60,70
10/21/2025,Cucumber,50,60
10/20/2025,Cucumber,50,55
10/19/2025,Cucumber,65,80
10/18/2025,Cucumber,70,80
10/17/2025,Cucumber,30,40
10/16/2025,Cucumber,80,120
10/15/2025,Cucumber,75,80
10/14/2025,Cucumber,40,60
10/13/2025,Cucumber,60,80
10/12/2025,Cucumber,50,60
10/11/2025,Cucumber,50,70
10/10/2025,Cucumber,80,90
10/9/2025,Cucumber,50,60
10/8/2025,Cucumber,40,50
10/7/2025,Cucumber,90,100
10/6/2025,Cucumber,,
10/5/2025,Cucumber,70,90
10/4/2025,Cucumber,80,100
10/3/2025,Cucumber,100,110
10/2/2025,Cucumber,80,100
10/1/2025,Cucumber,90,100
9/30/2025,Cucumber,80,100
9/29/2025,Cucumber,80,100
9/28/2025,Cucumber,80,130
9/27/2025,Cucumber,100,110
9/26/2025,Cucumber,80,90
9/25/2025,Cucumber,80,100
9/24/2025,Cucumber,100,110
9/23/2025,Cucumber,100,130
9/22/2025,Cucumber,140,150
9/21/2025,Cucumber,140,150
9/20/2025,Cucumber,120,130
9/19/2025,Cucumber,120,150
9/18/2025,Cucumber,110,150
9/17/2025,Cucumber,130,150
9/16/2025,Cucumber,130,150
9/15/2025,Cucumber,130,150
9/14/2025,Cucumber,110,130
9/13/2025,Cucumber,110,120
9/12/2025,Cucumber,110,120
9/11/2025,Cucumber,80,100
9/10/2025,Cucumber,80,100
9/9/2025,Cucumber,100,130
9/8/2025,Cucumber,100,120
9/7/2025,Cucumber,100,120
9/6/2025,Cucumber,100,120
9/5/2025,Cucumber,100,130
9/4/2025,Cucumber,100,120
9/3/2025,Cucumber,70,120
9/2/2025,Cucumber,100,120
9/1/2025,Cucumber,100,120
8/31/2025,Cucumber,70,80
8/30/2025,Cucumber,80,110
8/29/2025,Cucumber,100,120
8/28/2025,Cucumber,90,100
8/27/2025,Cucumber,70,80
8/26/2025,Cucumber,60,65
8/25/2025,Cucumber,70,80
8/24/2025,Cucumber,50,60
8/23/2025,Cucumber,50,60
8/22/2025,Cucumber,60,65
8/21/2025,Cucumber,50,70
8/20/2025,Cucumber,40,50
8/19/2025,Cucumber,50,60
8/18/2025,Cucumber,50,60
8/17/2025,Cucumber,50,60
8/16/2025,Cucumber,60,80
8/15/2025,Cucumber,40,60
8/14/2025,Cucumber,50,60
8/13/2025,Cucumber,50,60
8/12/2025,Cucumber,50,65
8/11/2025,Cucumber,50,60
8/10/2025,Cucumber,50,70
8/9/2025,Cucumber,40,50
8/8/2025,Cucumber,40,50
8/7/2025,Cucumber,40,50
8/6/2025,Cucumber,30,50
8/5/2025,Cucumber,50,60
8/4/2025,Cucumber,30,50
8/3/2025,Cucumber,60,65
8/2/2025,Cucumber,40,50
8/1/2025,Cucumber,30,50
7/31/2025,Cucumber,40,45
7/30/2025,Cucumber,40,50
7/29/2025,Cucumber,30,50
7/28/2025,Cucumber,50,60
7/27/2025,Cucumber,40,50
7/26/2025,Cucumber,40,50
7/25/2025,Cucumber,30,50
7/24/2025,Cucumber,40,55
7/23/2025,Cucumber,30,50
7/22/2025,Cucumber,40,50
7/21/2025,Cucumber,50,60
7/20/2025,Cucumber,40,50
7/19/2025,Cucumber,45,50
7/18/2025,Cucumber,40,50
7/17/2025,Cucumber,40,50
7/16/2025,Cucumber,30,45
7/15/2025,Cucumber,30,40
7/14/2025,Cucumber,50,55
7/13/2025,Cucumber,20,40
7/12/2025,Cucumber,50,55
7/11/2025,Cucumber,35,50
7/10/2025,Cucumber,35,40
7/9/2025,Cucumber,35,40
7/8/2025,Cucumber,40,45
7/7/2025,Cucumber,40,50
7/6/2025,Cucumber,50,60
7/5/2025,Cucumber,50,60
7/4/2025,Cucumber,40,50
7/3/2025,Cucumber,35,40
7/2/2025,Cucumber,30,45
7/1/2025,Cucumber,35,40
6/30/2025,Cucumber,50,60
6/29/2025,Cucumber,45,50
6/28/2025,Cucumber,40,50
6/27/2025,Cucumber,30,35
6/26/2025,Cucumber,35,40
6/25/2025,Cucumber,50,60
6/24/2025,Cucumber,30,40
6/23/2025,Cucumber,50,60
6/22/2025,Cucumber,40,50
6/21/2025,Cucumber,35,40
6/20/2025,Cucumber,40,50
6/19/2025,Cucumber,25,30
6/18/2025,Cucumber,30,35
6/17/2025,Cucumber,35,40
6/16/2025,Cucumber,35,40
6/15/2025,Cucumber,35,40
6/14/2025,Cucumber,30,40
6/13/2025,Cucumber,40,50
6/12/2025,Cucumber,30,40
6/11/2025,Cucumber,35,45
6/10/2025,Cucumber,30,40
6/9/2025,Cucumber,40,50
6/8/2025,Cucumber,40,50
6/7/2025,Cucumber,35,40
6/6/2025,Cucumber,25,30
6/5/2025,Cucumber,35,40
6/4/2025,Cucumber,40,50
6/3/2025,Cucumber,35,40
6/2/2025,Cucumber,40,50
6/1/2025,Cucumber,40,50
5/31/2025,Cucumber,25,30
5/30/2025,Cucumber,40,60
5/29/2025,Cucumber,30,40
5/28/2025,Cucumber,25,30
5/27/2025,Cucumber,25,30
5/26/2025,Cucumber,25,30
5/25/2025,Cucumber,20,30
5/24/2025,Cucumber,40,50
5/23/2025,Cucumber,30,40
5/22/2025,Cucumber,20,30
5/21/2025,Cucumber,20,30
5/20/2025,Cucumber,40,50
5/19/2025,Cucumber,25,30
5/18/2025,Cucumber,35,40
5/17/2025,Cucumber,40,45
5/16/2025,Cucumber,40,50
5/15/2025,Cucumber,70,80
5/14/2025,Cucumber,50,60
5/13/2025,Cucumber,40,50
5/12/2025,Cucumber,50,60
5/11/2025,Cucumber,50,60
5/10/2025,Cucumber,40,60
5/9/2025,Cucumber,40,60
5/8/2025,Cucumber,50,60
5/7/2025,Cucumber,60,70
5/6/2025,Cucumber,65,75
5/5/2025,Cucumber,70,80
5/4/2025,Cucumber,50,70
5/3/2025,Cucumber,60,70
5/2/2025,Cucumber,50,60
5/1/2025,Cucumber,50,70
4/30/2025,Cucumber,,
4/29/2025,Cucumber,60,80
4/28/2025,Cucumber,70,80
4/27/2025,Cucumber,60,70
4/26/2025,Cucumber,60,80
4/25/2025,Cucumber,60,80
4/24/2025,Cucumber,40,60
4/23/2025,Cucumber,50,60
4/22/2025,Cucumber,40,50
4/21/2025,Cucumber,60,70
4/20/2025,Cucumber,50,70
4/19/2025,Cucumber,40,50
4/18/2025,Cucumber,40,50
4/17/2025,Cucumber,25,35
4/16/2025,Cucumber,40,50
4/15/2025,Cucumber,,
4/14/2025,Cucumber,,
4/13/2025,Cucumber,,
4/12/2025,Cucumber,80,100
4/11/2025,Cucumber,80,110
4/10/2025,Cucumber,70,90
4/9/2025,Cucumber,70,100
4/8/2025,Cucumber,30,40
4/7/2025,Cucumber,50,60
4/6/2025,Cucumber,40,50
4/5/2025,Cucumber,40,50
4/4/2025,Cucumber,50,70
4/3/2025,Cucumber,40,50
4/2/2025,Cucumber,50,65
4/1/2025,Cucumber,40,50
3/31/2025,Cucumber,50,60
3/30/2025,Cucumber,65,80
3/29/2025,Cucumber,70,80
3/28/2025,Cucumber,60,80
3/27/2025,Cucumber,40,60
3/26/2025,Cucumber,50,70
3/25/2025,Cucumber,60,80
3/24/2025,Cucumber,70,85
3/23/2025,Cucumber,65,80
3/22/2025,Cucumber,50,70
3/21/2025,Cucumber,50,70
3/20/2025,Cucumber,150,160
3/19/2025,Cucumber,80,100
3/18/2025,Cucumber,70,90
3/17/2025,Cucumber,80,120
3/16/2025,Cucumber,100,120
3/15/2025,Cucumber,120,130
3/14/2025,Cucumber,130,150
3/13/2025,Cucumber,,
3/12/2025,Cucumber,160,200
3/11/2025,Cucumber,150,180
3/10/2025,Cucumber,200,220
3/9/2025,Cucumber,140,160
3/8/2025,Cucumber,130,140
3/7/2025,Cucumber,150,160
3/6/2025,Cucumber,110,130
3/5/2025,Cucumber,100,120
3/4/2025,Cucumber,100,120
3/3/2025,Cucumber,110,130
3/2/2025,Cucumber,110,130
3/1/2025,Cucumber,100,120
2/28/2025,Cucumber,80,100
2/27/2025,Cucumber,100,120
2/26/2025,Cucumber,100,120
2/25/2025,Cucumber,100,120
2/24/2025,Cucumber,100,120
2/23/2025,Cucumber,100,130
2/22/2025,Cucumber,100,120
2/21/2025,Cucumber,80,120
2/20/2025,Cucumber,100,120
2/19/2025,Cucumber,110,130
2/18/2025,Cucumber,100,120
2/17/2025,Cucumber,100,130
2/16/2025,Cucumber,90,110
2/15/2025,Cucumber,120,130
2/14/2025,Cucumber,100,120
2/13/2025,Cucumber,100,120
2/12/2025,Cucumber,,
2/11/2025,Cucumber,100,120
2/10/2025,Cucumber,100,120
2/9/2025,Cucumber,100,130
2/8/2025,Cucumber,110,130
2/7/2025,Cucumber,80,120
2/6/2025,Cucumber,100,130
2/5/2025,Cucumber,120,140
2/4/2025,Cucumber,120,150
2/3/2025,Cucumber,130,150
2/2/2025,Cucumber,130,150
2/1/2025,Cucumber,130,150
1/31/2025,Cucumber,130,160
1/30/2025,Cucumber,130,160
1/29/2025,Cucumber,130,150
1/28/2025,Cucumber,120,150
1/27/2025,Cucumber,130,150
1/26/2025,Cucumber,120,130
1/25/2025,Cucumber,100,120
1/24/2025,Cucumber,100,120
1/23/2025,Cucumber,90,110
1/22/2025,Cucumber,120,130
1/21/2025,Cucumber,100,120
1/20/2025,Cucumber,120,140
1/19/2025,Cucumber,100,110
1/18/2025,Cucumber,100,120
1/17/2025,Cucumber,120,140
1/16/2025,Cucumber,100,120
1/15/2025,Cucumber,100,130
1/14/2025,Cucumber,110,130
1/13/2025,Cucumber,,
1/12/2025,Cucumber,100,120
1/11/2025,Cucumber,110,130
1/10/2025,Cucumber,90,120
1/9/2025,Cucumber,100,120
1/8/2025,Cucumber,100,120
1/7/2025,Cucumber,100,120
1/6/2025,Cucumber,100,120
1/5/2025,Cucumber,120,140
1/4/2025,Cucumber,120,140
1/3/2025,Cucumber,120,150
1/2/2025,Cucumber,120,150
1/1/2025,Cucumber,100,130
12/31/2024,Cucumber,100,120
12/30/2024,Cucumber,100,120
12/29/2024,Cucumber,80,120
12/28/2024,Cucumber,170,190
12/27/2024,Cucumber,100,120
12/26/2024,Cucumber,110,130
12/25/2024,Cucumber,110,130
12/24/2024,Cucumber,90,120
12/23/2024,Cucumber,80,110
12/22/2024,Cucumber,90,110
12/21/2024,Cucumber,70,80
12/20/2024,Cucumber,70,80
12/19/2024,Cucumber,60,70
12/18/2024,Cucumber,60,70
12/17/2024,Cucumber,60,70
12/16/2024,Cucumber,60,80
12/15/2024,Cucumber,90,120
12/14/2024,Cucumber,,
12/13/2024,Cucumber,90,120
12/12/2024,Cucumber,130,150
12/11/2024,Cucumber,130,150
12/10/2024,Cucumber,130,140
12/9/2024,Cucumber,140,150
12/8/2024,Cucumber,140,150
12/7/2024,Cucumber,120,150
12/6/2024,Cucumber,150,160
12/5/2024,Cucumber,130,140
12/4/2024,Cucumber,140,160
12/3/2024,Cucumber,100,120
12/2/2024,Cucumber,100,130
12/1/2024,Cucumber,110,130
11/30/2024,Cucumber,100,120
11/29/2024,Cucumber,120,130
11/28/2024,Cucumber,80,110
11/27/2024,Cucumber,120,130
11/26/2024,Cucumber,120,140
11/25/2024,Cucumber,100,130
11/24/2024,Cucumber,120,130
11/23/2024,Cucumber,130,140
11/22/2024,Cucumber,130,150
11/21/2024,Cucumber,130,150
11/20/2024,Cucumber,150,160
11/19/2024,Cucumber,130,150
11/18/2024,Cucumber,140,160
11/17/2024,Cucumber,150,180
11/16/2024,Cucumber,100,130
11/15/2024,Cucumber,-,-
11/14/2024,Cucumber,-,-
11/13/2024,Cucumber,130,140
11/12/2024,Cucumber,90,110
11/11/2024,Cucumber,90,100
11/10/2024,Cucumber,80,110
11/9/2024,Cucumber,80,100
11/8/2024,Cucumber,80,110
11/7/2024,Cucumber,80,110
11/6/2024,Cucumber,70,85
11/5/2024,Cucumber,70,90
11/4/2024,Cucumber,70,90
11/3/2024,Cucumber,65,80
11/2/2024,Cucumber,55,70
11/1/2024,Cucumber,60,80
10/31/2024,Cucumber,-,-
10/30/2024,Cucumber,-,-
10/29/2024,Cucumber,50,65
10/28/2024,Cucumber,70,85
10/27/2024,Cucumber,50,60
10/26/2024,Cucumber,40,60
10/25/2024,Cucumber,40,50
10/24/2024,Cucumber,40,60
10/23/2024,Cucumber,35,45
10/22/2024,Cucumber,40,50
10/21/2024,Cucumber,50,60
10/20/2024,Cucumber,50,65
10/19/2024,Cucumber,50,70
10/18/2024,Cucumber,40,50
10/17/2024,Cucumber,,
10/16/2024,Cucumber,35,50
10/15/2024,Cucumber,40,60
10/14/2024,Cucumber,40,60
10/13/2024,Cucumber,50,65
10/12/2024,Cucumber,50,70
10/11/2024,Cucumber,70,80
10/10/2024,Cucumber,60,70
10/9/2024,Cucumber,60,75
10/8/2024,Cucumber,80,100
10/7/2024,Cucumber,65,80
10/6/2024,Cucumber,50,60
10/5/2024,Cucumber,50,60
10/4/2024,Cucumber,40,60
10/3/2024,Cucumber,60,70
10/2/2024,Cucumber,60,80
10/1/2024,Cucumber,65,80
9/30/2024,Cucumber,70,85
9/29/2024,Cucumber,70,80
9/28/2024,Cucumber,65,80
9/27/2024,Cucumber,60,70
9/26/2024,Cucumber,60,70
9/25/2024,Cucumber,60,70
9/24/2024,Cucumber,60,70
9/23/2024,Cucumber,100,120
9/22/2024,Cucumber,,
9/21/2024,Cucumber,,
9/20/2024,Cucumber,50,80
9/19/2024,Cucumber,60,70
9/18/2024,Cucumber,60,80
9/17/2024,Cucumber,,
9/16/2024,Cucumber,60,70
9/15/2024,Cucumber,60,75
9/14/2024,Cucumber,60,80
9/13/2024,Cucumber,60,70
9/12/2024,Cucumber,40,55
9/11/2024,Cucumber,45,55
9/10/2024,Cucumber,40,50
9/9/2024,Cucumber,60,70
9/8/2024,Cucumber,50,60
9/7/2024,Cucumber,40,50
9/6/2024,Cucumber,40,60
9/5/2024,Cucumber,35,45
9/4/2024,Cucumber,35,45
9/3/2024,Cucumber,40,60
9/2/2024,Cucumber,50,60
9/1/2024,Cucumber,45,60
8/31/2024,Cucumber,35,50
8/30/2024,Cucumber,50,60
8/29/2024,Cucumber,45,60
8/28/2024,Cucumber,50,70
8/27/2024,Cucumber,45,60
8/26/2024,Cucumber,35,45
8/25/2024,Cucumber,30,35
8/24/2024,Cucumber,25,35
8/23/2024,Cucumber,25,40
8/22/2024,Cucumber,25,30
8/21/2024,Cucumber,25,30
8/20/2024,Cucumber,20,30
8/19/2024,Cucumber,,
8/18/2024,Cucumber,25,35
8/17/2024,Cucumber,25,38
8/16/2024,Cucumber,25,35
8/15/2024,Cucumber,30,40
8/14/2024,Cucumber,30,35
8/13/2024,Cucumber,30,40
8/12/2024,Cucumber,25,40
8/11/2024,Cucumber,30,40
8/10/2024,Cucumber,25,35
8/9/2024,Cucumber,20,30
8/8/2024,Cucumber,20,30
8/7/2024,Cucumber,20,30
8/6/2024,Cucumber,25,35
8/5/2024,Cucumber,25,35
8/4/2024,Cucumber,25,40
8/3/2024,Cucumber,20,30
8/2/2024,Cucumber,20,25
8/1/2024,Cucumber,20,25
7/31/2024,Cucumber,20,25
7/30/2024,Cucumber,20,25
7/29/2024,Cucumber,30,35
7/28/2024,Cucumber,25,35
7/27/2024,Cucumber,30,40
7/26/2024,Cucumber,30,40
7/25/2024,Cucumber,25,35
7/24/2024,Cucumber,30,35
7/23/2024,Cucumber,30,45
7/22/2024,Cucumber,25,35
7/21/2024,Cucumber,30,40
7/20/2024,Cucumber,,
7/19/2024,Cucumber,30,45
7/18/2024,Cucumber,30,40
7/17/2024,Cucumber,35,50
7/16/2024,Cucumber,50,60
7/15/2024,Cucumber,50,80
7/14/2024,Cucumber,70,80
7/13/2024,Cucumber,60,70
7/12/2024,Cucumber,60,70
7/11/2024,Cucumber,60,75
7/10/2024,Cucumber,60,70
7/9/2024,Cucumber,70,90
7/8/2024,Cucumber,60,80
7/7/2024,Cucumber,60,80
7/6/2024,Cucumber,60,70
7/5/2024,Cucumber,60,80
7/4/2024,Cucumber,50,65
7/3/2024,Cucumber,60,80
7/2/2024,Cucumber,70,80
7/1/2024,Cucumber,70,90
6/30/2024,Cucumber,70,80
6/29/2024,Cucumber,60,85
6/28/2024,Cucumber,60,70
6/27/2024,Cucumber,70,80
6/26/2024,Cucumber,70,80
6/25/2024,Cucumber,50,70
6/24/2024,Cucumber,50,60
6/23/2024,Cucumber,100,120
6/22/2024,Cucumber,130,150
6/21/2024,Cucumber,,
6/20/2024,Cucumber,70,100
6/19/2024,Cucumber,60,80
6/18/2024,Cucumber,80,120
6/17/2024,Cucumber,80,100
6/16/2024,Cucumber,80,100
6/15/2024,Cucumber,80,100
6/14/2024,Cucumber,90,120
6/13/2024,Cucumber,80,100
6/12/2024,Cucumber,80,110
6/11/2024,Cucumber,80,110
6/10/2024,Cucumber,130,140
6/9/2024,Cucumber,90,120
6/8/2024,Cucumber,100,130
6/7/2024,Cucumber,100,110
6/6/2024,Cucumber,80,100
6/5/2024,Cucumber,80,110
6/4/2024,Cucumber,100,120
6/3/2024,Cucumber,80,120
6/2/2024,Cucumber,100,110
6/1/2024,Cucumber,80,100
5/31/2024,Cucumber,100,130
5/30/2024,Cucumber,80,100
5/29/2024,Cucumber,80,110
5/28/2024,Cucumber,70,110
5/27/2024,Cucumber,80,100
5/26/2024,Cucumber,80,100
5/25/2024,Cucumber,100,130
5/24/2024,Cucumber,,
5/23/2024,Cucumber,,
5/22/2024,Cucumber,80,100
5/21/2024,Cucumber,80,100
5/20/2024,Cucumber,100,130
5/19/2024,Cucumber,80,100
5/18/2024,Cucumber,70,100
5/17/2024,Cucumber,60,70
5/16/2024,Cucumber,80,100
5/15/2024,Cucumber,70,100
5/14/2024,Cucumber,70,80
5/13/2024,Cucumber,100,110
5/12/2024,Cucumber,110,130
5/11/2024,Cucumber,80,110
5/10/2024,Cucumber,90,110
5/9/2024,Cucumber,120,140
5/8/2024,Cucumber,100,130
5/7/2024,Cucumber,100,120
5/6/2024,Cucumber,110,130
5/5/2024,Cucumber,100,140
5/4/2024,Cucumber,120,140
5/3/2024,Cucumber,120,130
5/2/2024,Cucumber,,
5/1/2024,Cucumber,110,130
4/30/2024,Cucumber,80,100
4/29/2024,Cucumber,120,140
4/28/2024,Cucumber,100,120
4/27/2024,Cucumber,100,120
4/26/2024,Cucumber,80,120
4/25/2024,Cucumber,80,100
4/24/2024,Cucumber,70,90
4/23/2024,Cucumber,,
4/22/2024,Cucumber,80,120
4/21/2024,Cucumber,60,80
4/20/2024,Cucumber,80,90
4/19/2024,Cucumber,50,60
4/18/2024,Cucumber,50,80
4/17/2024,Cucumber,40,60
4/16/2024,Cucumber,60,70
4/15/2024,Cucumber,,
4/14/2024,Cucumber,,
4/13/2024,Cucumber,,
4/12/2024,Cucumber,,
4/11/2024,Cucumber,140,160
4/10/2024,Cucumber,60,80
4/9/2024,Cucumber,70,100
4/8/2024,Cucumber,50,70
4/7/2024,Cucumber,50,60
4/6/2024,Cucumber,35,50
4/5/2024,Cucumber,20,30
4/4/2024,Cucumber,20,25
4/3/2024,Cucumber,25,35
4/2/2024,Cucumber,25,40
4/1/2024,Cucumber,30,40
3/31/2024,Cucumber,35,45
3/30/2024,Cucumber,20,35
3/29/2024,Cucumber,20,30
3/28/2024,Cucumber,20,25
3/27/2024,Cucumber,20,25
3/26/2024,Cucumber,25,30
3/25/2024,Cucumber,25,30
3/24/2024,Cucumber,,
3/23/2024,Cucumber,30,40
3/22/2024,Cucumber,25,35
3/21/2024,Cucumber,30,40
3/20/2024,Cucumber,20,30
3/19/2024,Cucumber,30,40
3/18/2024,Cucumber,35,45
3/17/2024,Cucumber,35,45
3/16/2024,Cucumber,35,50
3/15/2024,Cucumber,30,40
3/14/2024,Cucumber,25,45
3/13/2024,Cucumber,25,45
3/12/2024,Cucumber,40,50
3/11/2024,Cucumber,40,50
3/10/2024,Cucumber,35,45
3/9/2024,Cucumber,40,50
3/8/2024,Cucumber,35,45
3/7/2024,Cucumber,40,50
3/6/2024,Cucumber,40,60
3/5/2024,Cucumber,40,60
3/4/2024,Cucumber,50,60
3/3/2024,Cucumber,45,60
3/2/2024,Cucumber,50,65
3/1/2024,Cucumber,45,55
2/29/2024,Cucumber,50,60
2/28/2024,Cucumber,50,60
2/27/2024,Cucumber,,
2/26/2024,Cucumber,60,70
2/25/2024,Cucumber,65,75
2/24/2024,Cucumber,60,80
2/23/2024,Cucumber,,
2/22/2024,Cucumber,60,70
2/21/2024,Cucumber,70,80
2/20/2024,Cucumber,70,80
2/19/2024,Cucumber,65,75
2/18/2024,Cucumber,60,70
2/17/2024,Cucumber,60,80
2/16/2024,Cucumber,60,80
2/15/2024,Cucumber,55,70
2/14/2024,Cucumber,60,80
2/13/2024,Cucumber,50,70
2/12/2024,Cucumber,65,80
2/11/2024,Cucumber,55,70
2/10/2024,Cucumber,50,70
2/9/2024,Cucumber,40,60
2/8/2024,Cucumber,60,70
2/7/2024,Cucumber,60,80
2/6/2024,Cucumber,55,70
2/5/2024,Cucumber,50,60
2/4/2024,Cucumber,60,70
2/3/2024,Cucumber,60,80
2/2/2024,Cucumber,50,65
2/1/2024,Cucumber,60,80
1/31/2024,Cucumber,50,60
1/30/2024,Cucumber,65,75
1/29/2024,Cucumber,70,90
1/28/2024,Cucumber,60,80
1/27/2024,Cucumber,50,70
1/26/2024,Cucumber,45,60
1/25/2024,Cucumber,,
1/24/2024,Cucumber,60,80
1/23/2024,Cucumber,60,70
1/22/2024,Cucumber,60,80
1/21/2024,Cucumber,60,80
1/20/2024,Cucumber,70,80
1/19/2024,Cucumber,70,80
1/18/2024,Cucumber,70,90
1/17/2024,Cucumber,65,80
1/16/2024,Cucumber,60,80
1/15/2024,Cucumber,75,90
1/14/2024,Cucumber,70,85
1/13/2024,Cucumber,70,90
1/12/2024,Cucumber,65,80
1/11/2024,Cucumber,50,60
1/10/2024,Cucumber,40,60
1/9/2024,Cucumber,50,80
1/8/2024,Cucumber,80,100
1/7/2024,Cucumber,70,80
1/6/2024,Cucumber,70,100
1/5/2024,Cucumber,60,70
1/4/2024,Cucumber,60,80
1/3/2024,Cucumber,60,80
1/2/2024,Cucumber,60,80
1/1/2024,Cucumber,50,70
